City,Date,PM2.5,NO,NO2,NOx,CO,SO2,O3,AQI,AQI_Bucket
Bengaluru,2018-12-10,75.78,9.79,30.66,31.44,1.04,5.77,76.51,157.0,Moderate
Bengaluru,2018-12-11,88.98,12.13,38.55,39.46,1.08,5.94,69.85,180.0,Moderate
Bengaluru,2018-12-12,78.59,11.17,40.02,39.8,1.05,6.32,66.64,179.0,Moderate
Bengaluru,2018-12-13,67.36,10.53,36.8,37.08,1.03,6.32,59.79,148.0,Moderate
Bengaluru,2018-12-14,48.45,12.96,36.41,38.05,0.97,6.57,50.06,103.0,Moderate
Bengaluru,2018-12-15,47.62,15.51,35.48,39.72,0.96,6.24,48.1,85.0,Satisfactory
Bengaluru,2018-12-16,64.42,13.08,40.02,38.75,0.98,6.45,73.64,112.0,Moderate
Bengaluru,2018-12-17,86.94,39.83,54.92,76.09,1.29,7.69,51.64,146.0,Moderate
Bengaluru,2018-12-18,98.84,60.14,63.57,106.26,1.72,5.98,38.34,225.0,Poor
Bengaluru,2018-12-19,61.84,15.76,47.79,47.55,1.11,6.12,57.86,142.0,Moderate
Bengaluru,2018-12-20,45.7,11.87,35.34,35.33,0.83,6.04,64.96,130.0,Moderate
Bengaluru,2018-12-21,51.63,22.16,38.9,48.19,0.99,5.88,56.78,116.0,Moderate
Bengaluru,2018-12-22,42.57,12.09,35.19,35.22,0.91,6.01,41.65,109.0,Moderate
Bengaluru,2018-12-23,37.34,9.1,23.96,25.68,0.82,4.98,46.25,87.0,Satisfactory
Bengaluru,2018-12-24,43.13,10.4,27.87,29.5,0.85,5.33,41.44,79.0,Satisfactory
Bengaluru,2018-12-25,57.89,10.72,33.44,33.96,0.93,5.24,54.0,103.0,Moderate
Bengaluru,2018-12-26,59.38,10.07,33.7,33.88,1.01,5.27,55.22,118.0,Moderate
Bengaluru,2018-12-27,57.28,12.41,31.17,34.5,0.9,5.67,55.3,117.0,Moderate
Bengaluru,2018-12-28,68.37,9.44,31.77,32.0,0.91,6.12,57.62,123.0,Moderate
Bengaluru,2018-12-29,65.81,11.15,31.32,32.97,0.89,6.07,47.62,124.0,Moderate
Bengaluru,2018-12-30,64.29,8.74,28.97,27.6,0.85,5.34,64.73,127.0,Moderate
Bengaluru,2018-12-31,63.77,15.48,37.46,40.95,1.02,7.25,55.18,123.0,Moderate
Bengaluru,2019-01-01,61.55,14.75,38.19,41.3,0.98,8.29,56.91,128.0,Moderate
Bengaluru,2019-01-02,47.27,12.94,39.73,41.65,1.06,10.22,51.25,103.0,Moderate
Bengaluru,2019-01-03,48.86,16.74,46.55,51.87,1.01,8.15,46.4,101.0,Moderate
Bengaluru,2019-01-04,51.35,17.37,45.87,50.21,1.09,5.76,41.42,106.0,Moderate
Bengaluru,2019-01-05,46.57,15.87,41.74,44.4,1.03,6.13,50.61,104.0,Moderate
Bengaluru,2019-01-06,56.8,9.68,35.73,36.84,0.89,6.36,64.29,115.0,Moderate
Bengaluru,2019-01-07,58.29,15.59,44.9,48.97,1.05,7.13,55.51,120.0,Moderate
Bengaluru,2019-01-08,60.04,19.73,49.33,56.53,1.06,7.64,47.42,120.0,Moderate
Bengaluru,2019-01-09,62.6,17.76,52.68,55.76,1.05,7.01,54.54,122.0,Moderate
Bengaluru,2019-01-10,63.63,12.78,53.48,53.27,0.94,5.88,56.23,120.0,Moderate
Bengaluru,2019-01-11,59.52,14.65,49.16,51.67,1.01,5.79,57.02,126.0,Moderate
Bengaluru,2019-01-12,70.5,14.05,49.28,50.62,1.04,5.73,61.7,132.0,Moderate
Bengaluru,2019-01-13,54.44,10.6,42.99,43.65,0.93,5.47,65.16,125.0,Moderate
Bengaluru,2019-01-14,58.36,14.18,47.07,48.49,1.02,4.93,50.93,111.0,Moderate
Bengaluru,2019-01-15,47.13,16.17,46.93,48.92,0.85,5.28,55.78,109.0,Moderate
Bengaluru,2019-01-16,62.4,10.64,48.15,44.5,0.98,5.05,69.72,113.0,Moderate
Bengaluru,2019-01-17,67.83,15.74,42.88,48.8,1.09,5.74,53.81,121.0,Moderate
Bengaluru,2019-01-18,75.06,7.81,34.15,32.16,1.02,5.35,54.41,152.0,Moderate
Bengaluru,2019-01-19,59.01,7.41,36.98,33.38,0.94,5.07,46.91,122.0,Moderate
Bengaluru,2019-01-20,42.33,5.69,32.59,27.7,0.79,5.2,63.97,106.0,Moderate
Bengaluru,2019-01-21,52.05,6.26,37.39,31.71,0.92,5.32,67.06,101.0,Moderate
Bengaluru,2019-01-22,72.45,18.68,42.87,46.61,1.06,5.06,72.89,145.0,Moderate
Bengaluru,2019-01-23,60.91,11.95,42.79,40.52,1.04,5.42,67.41,156.0,Moderate
Bengaluru,2019-01-24,50.66,7.08,33.87,28.82,0.87,4.97,61.46,130.0,Moderate
Bengaluru,2019-01-25,35.76,7.16,31.94,28.37,0.84,4.79,56.81,109.0,Moderate
Bengaluru,2019-01-26,51.09,7.25,30.06,29.19,0.87,5.27,52.2,102.0,Moderate
Bengaluru,2019-01-27,40.56,5.89,26.0,24.5,0.8,5.16,55.36,101.0,Moderate
Bengaluru,2019-01-28,38.48,7.95,26.16,24.72,0.73,4.12,53.78,99.0,Satisfactory
Bengaluru,2019-01-29,29.81,9.41,29.22,28.59,0.88,4.91,47.64,83.0,Satisfactory
Bengaluru,2019-01-30,62.71,12.46,35.51,34.7,1.01,4.8,59.22,107.0,Moderate
Bengaluru,2019-01-31,48.44,8.55,33.94,30.45,0.88,5.45,67.58,132.0,Moderate
Bengaluru,2019-02-01,49.67,9.15,37.21,33.41,0.87,5.35,63.66,109.0,Moderate
Bengaluru,2019-02-02,45.32,9.15,34.78,30.75,0.82,5.01,61.35,104.0,Moderate
Bengaluru,2019-02-03,39.5,6.69,28.58,24.55,0.8,4.58,64.91,101.0,Moderate
Bengaluru,2019-02-04,32.91,9.19,27.77,25.35,0.82,4.6,49.04,81.0,Satisfactory
Bengaluru,2019-02-05,37.93,6.98,29.41,24.42,0.86,4.54,65.7,92.0,Satisfactory
Bengaluru,2019-02-06,60.08,10.06,38.44,33.98,0.88,5.81,78.02,120.0,Moderate
Bengaluru,2019-02-07,51.88,6.9,36.87,31.49,0.94,5.3,73.99,146.0,Moderate
Bengaluru,2019-02-08,54.76,5.51,30.73,25.96,0.85,5.21,65.0,113.0,Moderate
Bengaluru,2019-02-09,68.68,11.64,40.49,37.69,1.25,6.19,55.17,134.0,Moderate
Bengaluru,2019-02-10,50.31,9.95,32.83,29.4,0.96,4.52,41.91,112.0,Moderate
Bengaluru,2019-02-11,41.65,10.0,28.6,26.17,0.81,4.04,37.69,80.0,Satisfactory
Bengaluru,2019-02-12,49.32,8.75,32.05,27.32,0.82,3.99,49.43,84.0,Satisfactory
Bengaluru,2019-02-13,47.31,9.72,34.53,30.98,0.9,4.75,52.51,96.0,Satisfactory
Bengaluru,2019-02-14,37.94,11.4,31.95,32.32,0.71,4.88,57.75,89.0,Satisfactory
Bengaluru,2019-02-15,35.35,9.65,32.12,32.59,0.87,4.08,59.52,103.0,Moderate
Bengaluru,2019-02-16,45.37,21.59,35.5,44.47,1.05,4.69,56.07,107.0,Moderate
Bengaluru,2019-02-17,47.43,23.61,33.19,44.8,0.99,4.15,62.98,123.0,Moderate
Bengaluru,2019-02-18,42.92,29.45,39.84,54.29,1.23,4.52,48.6,116.0,Moderate
Bengaluru,2019-02-19,44.28,8.09,33.16,30.1,0.95,4.52,50.9,116.0,Moderate
Bengaluru,2019-02-20,31.49,9.18,28.91,27.55,0.85,4.39,40.97,87.0,Satisfactory
Bengaluru,2019-02-21,36.4,14.06,35.7,36.91,0.96,5.06,41.82,85.0,Satisfactory
Bengaluru,2019-02-22,38.35,17.28,40.77,44.74,0.96,5.45,42.98,99.0,Satisfactory
Bengaluru,2019-02-23,51.36,23.78,50.05,56.96,1.03,5.53,43.98,105.0,Moderate
Bengaluru,2019-02-24,47.59,19.87,47.01,50.3,0.94,5.19,53.2,110.0,Moderate
Bengaluru,2019-02-25,39.23,23.3,46.39,53.87,1.0,6.12,55.66,103.0,Moderate
Bengaluru,2019-02-26,51.92,17.94,42.06,44.18,0.99,6.29,64.35,120.0,Moderate
Bengaluru,2019-02-27,45.49,10.11,33.49,32.28,0.93,4.45,58.28,115.0,Moderate
Bengaluru,2019-02-28,50.8,12.67,38.76,40.15,0.94,4.87,56.36,125.0,Moderate
Bengaluru,2019-03-01,58.18,13.52,44.64,44.92,1.05,4.93,53.3,143.0,Moderate
Bengaluru,2019-03-02,40.93,6.74,26.91,26.08,0.83,4.57,49.67,107.0,Moderate
Bengaluru,2019-03-03,36.98,7.87,30.74,30.01,0.86,4.87,55.58,114.0,Moderate
Bengaluru,2019-03-04,43.15,5.02,29.23,26.24,0.8,5.09,63.42,123.0,Moderate
Bengaluru,2019-03-05,49.8,12.78,31.26,33.34,1.11,4.2,56.77,118.0,Moderate
Bengaluru,2019-03-06,53.53,23.55,35.74,46.05,1.13,4.12,48.36,128.0,Moderate
Bengaluru,2019-03-07,65.98,41.22,47.25,71.78,1.44,6.25,39.54,152.0,Moderate
Bengaluru,2019-03-08,69.62,25.8,46.88,58.06,1.32,7.02,49.42,167.0,Moderate
Bengaluru,2019-03-09,51.08,6.55,27.19,26.56,1.01,5.51,56.41,151.0,Moderate
Bengaluru,2019-03-10,39.45,3.31,19.09,16.78,0.81,5.12,47.45,100.0,Satisfactory
Bengaluru,2019-03-11,34.4,4.31,21.93,19.58,0.75,6.11,55.52,91.0,Satisfactory
Bengaluru,2019-03-12,46.15,6.44,27.97,26.33,0.8,8.64,67.73,105.0,Moderate
Bengaluru,2019-03-13,50.05,9.24,34.27,33.73,0.89,9.55,59.27,113.0,Moderate
Bengaluru,2019-03-14,43.73,8.61,29.7,32.81,0.73,6.55,65.46,118.0,Moderate
Bengaluru,2019-03-15,41.75,8.41,35.68,35.5,0.89,6.12,54.19,106.0,Moderate
Bengaluru,2019-03-16,44.32,12.34,38.3,37.28,0.94,5.15,47.32,108.0,Moderate
Bengaluru,2019-03-17,45.56,8.28,34.1,29.69,0.87,5.01,66.57,115.0,Moderate
Bengaluru,2019-03-18,43.24,5.41,31.64,24.96,0.8,5.61,67.48,123.0,Moderate
Bengaluru,2019-03-19,39.71,6.67,30.9,26.76,0.82,5.13,59.72,113.0,Moderate
Bengaluru,2019-03-20,39.8,6.79,27.36,22.43,0.73,5.7,57.62,102.0,Moderate
Bengaluru,2019-03-21,49.74,5.97,27.84,21.97,0.87,5.44,61.82,120.0,Moderate
Bengaluru,2019-03-22,44.52,7.16,30.85,24.89,0.94,6.86,59.05,122.0,Moderate
Bengaluru,2019-03-23,51.6,6.71,34.12,27.54,0.97,5.8,58.37,119.0,Moderate
Bengaluru,2019-03-24,47.42,5.81,28.12,23.65,0.84,6.92,64.14,120.0,Moderate
Bengaluru,2019-03-25,46.52,8.2,34.13,30.32,0.84,7.66,49.93,97.0,Satisfactory
Bengaluru,2019-03-26,48.85,10.0,39.23,36.32,0.93,7.29,57.9,113.0,Moderate
Bengaluru,2019-03-27,56.52,12.4,40.26,38.77,1.08,6.91,55.64,129.0,Moderate
Bengaluru,2019-03-28,61.59,14.08,47.4,45.48,1.17,6.72,51.02,148.0,Moderate
Bengaluru,2019-03-29,58.92,11.08,40.64,39.27,1.14,5.4,62.38,149.0,Moderate
Bengaluru,2019-03-30,57.09,10.17,38.21,35.11,1.15,4.89,54.03,137.0,Moderate
Bengaluru,2019-03-31,55.88,6.77,32.37,26.85,0.9,4.68,52.26,135.0,Moderate
Bengaluru,2019-04-01,53.46,11.03,35.35,32.36,1.01,4.73,49.03,126.0,Moderate
Bengaluru,2019-04-02,55.62,21.63,40.91,46.62,1.03,5.37,46.15,136.0,Moderate
Bengaluru,2019-04-03,53.61,13.21,40.06,39.47,0.94,4.96,54.26,135.0,Moderate
Bengaluru,2019-04-04,58.15,9.22,32.87,32.36,0.94,6.16,50.92,127.0,Moderate
Bengaluru,2019-04-05,46.54,13.01,37.85,39.93,1.07,5.22,53.59,130.0,Moderate
Bengaluru,2019-04-06,46.55,7.85,32.46,30.73,0.95,4.83,64.46,130.0,Moderate
Bengaluru,2019-04-07,51.73,7.95,32.1,30.27,0.98,4.86,68.41,127.0,Moderate
Bengaluru,2019-04-08,52.79,9.66,34.46,32.46,0.95,5.66,59.17,125.0,Moderate
Bengaluru,2019-04-09,43.88,9.09,33.09,30.96,1.09,5.07,66.47,149.0,Moderate
Bengaluru,2019-04-10,52.18,9.84,36.58,32.08,1.13,4.99,45.42,123.0,Moderate
Bengaluru,2019-04-11,49.25,9.52,34.41,30.94,0.89,5.76,40.76,112.0,Moderate
Bengaluru,2019-04-12,49.46,9.95,36.1,33.74,0.95,5.41,51.55,130.0,Moderate
Bengaluru,2019-04-13,47.24,7.1,30.69,28.27,0.92,7.4,52.04,109.0,Moderate
Bengaluru,2019-04-14,41.74,6.27,27.4,25.14,0.78,8.4,56.7,106.0,Moderate
Bengaluru,2019-04-15,52.38,8.34,33.83,31.72,1.04,7.56,54.29,111.0,Moderate
Bengaluru,2019-04-16,40.54,9.56,33.94,32.87,0.99,5.95,51.67,115.0,Moderate
Bengaluru,2019-04-17,52.84,11.81,31.76,33.1,1.16,5.09,38.4,124.0,Moderate
Bengaluru,2019-04-18,46.1,12.61,32.17,31.8,1.09,4.1,47.27,127.0,Moderate
Bengaluru,2019-04-19,42.33,6.84,29.02,25.65,0.9,4.55,47.03,107.0,Moderate
Bengaluru,2019-04-20,29.75,7.33,31.84,28.96,1.02,5.28,55.89,122.0,Moderate
Bengaluru,2019-04-21,25.18,6.37,32.67,27.82,1.04,4.9,56.53,106.0,Moderate
Bengaluru,2019-04-22,40.9,8.46,31.25,29.57,1.1,4.83,45.27,107.0,Moderate
Bengaluru,2019-04-23,37.08,7.76,32.12,28.78,1.31,4.42,57.49,112.0,Moderate
Bengaluru,2019-04-24,42.76,6.94,33.95,29.39,1.22,4.37,53.21,108.0,Moderate
Bengaluru,2019-04-25,57.96,8.23,36.31,32.06,1.19,5.35,54.27,126.0,Moderate
Bengaluru,2019-04-26,63.83,5.79,33.66,27.21,1.08,4.45,57.17,144.0,Moderate
Bengaluru,2019-04-27,66.34,7.59,29.77,27.39,0.84,4.97,61.68,150.0,Moderate
Bengaluru,2019-04-28,61.63,6.47,30.6,28.62,1.0,5.76,53.79,141.0,Moderate
Bengaluru,2019-04-29,62.42,6.84,30.05,27.53,0.95,4.5,50.57,140.0,Moderate
Bengaluru,2019-04-30,53.78,6.44,23.6,26.58,0.92,3.88,60.14,124.0,Moderate
Bengaluru,2019-05-01,42.75,7.54,21.81,23.34,0.99,4.72,55.94,111.0,Moderate
Bengaluru,2019-05-02,46.45,12.06,21.41,27.32,0.86,4.34,46.73,103.0,Moderate
Bengaluru,2019-05-03,47.56,8.56,22.23,25.52,0.74,4.43,48.84,112.0,Moderate
Bengaluru,2019-05-04,56.62,7.6,25.08,26.34,0.85,3.67,51.98,120.0,Moderate
Bengaluru,2019-05-05,54.62,6.9,26.36,25.65,0.8,4.21,61.04,132.0,Moderate
Bengaluru,2019-05-06,52.76,7.47,27.54,27.94,0.8,4.03,66.44,131.0,Moderate
Bengaluru,2019-05-07,42.61,10.42,23.95,27.32,0.86,4.63,47.19,113.0,Moderate
Bengaluru,2019-05-08,33.28,10.92,25.0,25.5,0.88,4.16,34.37,87.0,Satisfactory
Bengaluru,2019-05-09,51.42,17.94,30.32,35.49,1.36,4.4,37.92,106.0,Moderate
